title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
ARIA The ANIMATION,"Fantasy, Sci-Fi, Slice of Life",Hal Film Maker,13,2005-10,Tv,76,AniList
Tokyo Ghoul: [PINTO],"Drama, Horror, Supernatural",Studio Pierrot,1,2015-12,Ova,69,AniList
Baki Hanma,"Action, Sports",TMS Entertainment,12,2021-09,Ona,76,AniList
Mission: Yozakura Family,"Action, Comedy, Romance",SILVER LINK.,27,2024-04,Tv,73,AniList
I'm Getting Married to a Girl I Hate in My Class,"Comedy, Romance",Aniplex,12,2025-01,Tv,67,AniList
I'm in Love with the Villainess,"Comedy, Fantasy, Romance",Platinum Vision,12,2023-10,Tv,73,AniList
Sky Wizards Academy,"Action, Ecchi, Fantasy",diomedéa,12,2015-07,Tv,58,AniList
Date A Live: Date to Date,"Comedy, Ecchi, Romance, Sci-Fi",AIC Plus+,1,2013-12,Ova,70,AniList
Big Order,"Action, Supernatural",Asread,10,2016-04,Tv,48,AniList
One Piece Film: Gold,"Action, Adventure, Comedy, Drama, Fantasy",Toei Animation,1,2016-07,Movie,77,AniList
The Ryuo's Work is Never Done!,"Comedy, Slice of Life",project No.9,12,2018-01,Tv,65,AniList
Date A Live Mayuri Judgement,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",AIC Plus+,1,2015-08,Movie,70,AniList
Pokémon Origins,"Action, Adventure, Fantasy",Production I.G,4,2013-10,Special,74,AniList
Chillin’ in My 30s after Getting Fired from the Demon King’s Army,"Fantasy, Romance, Slice of Life",Encourage Films,12,2023-01,Tv,68,AniList
Food Wars! The Second Plate OVA,"Action, Comedy, Ecchi",J.C.STAFF,2,2017-05,Ova,73,AniList
Kino's Journey -the Beautiful World- the Animated Series,"Adventure, Drama, Fantasy, Psychological, Slice of Life",Lerche,12,2017-10,Tv,73,AniList
Teasing Master Takagi-san Season 3,"Comedy, Romance, Slice of Life",Shin-Ei Animation,12,2022-01,Tv,82,AniList
Colorful ~ The Motion Picture,"Drama, Slice of Life, Supernatural",Sunrise,1,2010-08,Movie,75,AniList
Hyouka: What Should Be Had,"Mystery, Slice of Life",Kyoto Animation,1,2012-07,Ova,72,AniList
In/Spectre 2,"Comedy, Mystery, Romance, Supernatural",Brain's Base,12,2023-01,Tv,73,AniList
the Garden of sinners Chapter 7: ……not nothing heart. (Murder Speculation Part B),"Action, Mystery, Romance, Supernatural, Thriller",ufotable,1,2009-08,Movie,82,AniList
Rage of Bahamut: Virgin Soul,"Action, Fantasy, Romance, Supernatural",MAPPA,24,2017-04,Tv,71,AniList
Beautiful Bones -Sakurako's Investigation-,Mystery,TROYCA,12,2015-10,Tv,71,AniList
Kase-san and Morning Glories,"Romance, Slice of Life",ZEXCS,1,2018-06,Ova,76,AniList
Fate/stay night: Unlimited Blade Works (Movie),"Action, Drama, Fantasy, Supernatural",Studio DEEN,1,2010-01,Movie,69,AniList
OVERLORD: The Sacred Kingdom,"Action, Adventure, Fantasy",MADHOUSE,1,2024-09,Movie,78,AniList
Junji Ito Collection,"Drama, Horror, Mystery, Psychological, Supernatural",Studio DEEN,12,2018-01,Tv,61,AniList
LOVE FLOPS,"Comedy, Drama, Ecchi, Romance, Sci-Fi",KADOKAWA,12,2022-10,Tv,65,AniList
One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy",Toei Animation,1,2009-12,Movie,78,AniList
In the Land of Leadale,"Adventure, Fantasy",Maho Film,12,2022-01,Tv,68,AniList
Devil May Cry,"Action, Fantasy",MADHOUSE,12,2007-06,Tv,65,AniList
BABYLON,"Drama, Mystery, Psychological, Thriller",Twin Engine,12,2019-10,Tv,64,AniList
Girls Band Cry,"Drama, Music, Slice of Life",Toei Animation,13,2024-04,Tv,83,AniList
Naruto Shippuden the Movie: The Lost Tower,"Action, Comedy",Studio Pierrot,1,2010-07,Movie,70,AniList
Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,"Drama, Fantasy, Mystery, Supernatural",TROYCA,13,2019-07,Tv,72,AniList
Rainbow Days,"Comedy, Romance, Slice of Life",Ashi Productions,24,2016-01,Tv Short,70,AniList
Magical Warfare,"Action, Fantasy",MADHOUSE,12,2014-01,Tv,54,AniList
My Hero Academia: Make It! Do-or-Die Survival Training,"Action, Adventure, Comedy",bones,2,2020-08,Ona,70,AniList
Love Lab,"Comedy, Romance",Aniplex,13,2013-06,Tv,71,AniList
Heaven's Memo Pad,Mystery,J.C.STAFF,12,2011-07,Tv,71,AniList
the Garden of sinners Chapter 6: Fairy Tale. (Oblivion Recording),"Action, Mystery, Romance, Supernatural, Thriller",ufotable,1,2008-12,Movie,70,AniList
Jin-Roh: The Wolf Brigade,"Action, Drama, Psychological, Romance, Thriller",Production I.G,1,2000-06,Movie,76,AniList
Okami-san and Her Seven Companions,"Comedy, Romance",J.C.STAFF,12,2010-07,Tv,68,AniList
KOKKOKU,"Action, Drama, Mystery, Psychological, Supernatural, Thriller",Geno Studio,12,2018-01,Tv,66,AniList
One Outs,"Psychological, Sports",MADHOUSE,25,2008-10,Tv,81,AniList
Berserk: The Golden Age Arc I - The Egg of the King,"Action, Adventure, Fantasy, Supernatural",Horipro,1,2012-02,Movie,73,AniList
My Sweet Tyrant,"Comedy, Romance, Slice of Life",Yumeta Company,25,2018-04,Tv Short,66,AniList
Ron Kamonohashi's Forbidden Deductions,"Drama, Mystery",diomedéa,13,2023-10,Tv,74,AniList
KINMOZA!,"Comedy, Slice of Life",Media Factory,12,2013-06,Tv,70,AniList
Kämpfer,"Action, Comedy, Ecchi, Romance",Nomad,12,2009-10,Tv,57,AniList
Jujutsu Kaisen: Shimetsu Kaiyuu,"Action, Drama, Supernatural",Toho,,,Tv,,AniList
Kaiji - Against All Rules,"Psychological, Thriller",MADHOUSE,26,2011-04,Tv,82,AniList
The Irregular at Magic High School The Movie: The Girl Who Summons the Stars,"Sci-Fi, Supernatural",8-bit,1,2017-06,Movie,72,AniList
Sarazanmai,"Comedy, Drama, Fantasy, Psychological, Supernatural",MAPPA,11,2019-04,Tv,73,AniList
LOVE STAGE!!,"Comedy, Romance",J.C.STAFF,10,2014-07,Tv,66,AniList
Wagnaria!!3,"Comedy, Romance, Slice of Life",A-1 Pictures,13,2015-07,Tv,78,AniList
Gintama.: Slip Arc,"Action, Comedy, Drama, Sci-Fi",Bandai Namco Pictures,13,2017-10,Tv,82,AniList
Ranma ½,"Action, Comedy, Ecchi, Romance, Slice of Life",Studio DEEN,18,1989-04,Tv,75,AniList
Puella Magi Madoka Magica the Movie Part I: Beginnings,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",Aniplex,1,2012-10,Movie,80,AniList
Angel Beats!: Another Epilogue,"Drama, Supernatural",Aniplex,1,2010-12,Special,70,AniList
"I May Be a Guild Receptionist, but I’ll Solo Any Boss to Clock Out on Time","Action, Adventure, Comedy, Fantasy",CloverWorks,12,2025-01,Tv,66,AniList
Yowamushi Pedal,"Comedy, Drama, Sports",Toho,38,2013-10,Tv,77,AniList
The Master of Ragnarök & Blesser of Einherjar,"Adventure, Ecchi, Fantasy, Romance",EMT Squared,12,2018-07,Tv,52,AniList
Children of the Sea,"Drama, Mystery, Supernatural",Studio 4°C,1,2019-06,Movie,72,AniList
Irina: The Vampire Cosmonaut,"Drama, Romance, Sci-Fi, Supernatural",Arvo Animation,12,2021-10,Tv,72,AniList
ACCA: 13-Territory Inspection Dept.,"Drama, Mystery, Slice of Life",MADHOUSE,12,2017-01,Tv,75,AniList
The Seven Deadly Sins OVA,"Action, Adventure, Fantasy",A-1 Pictures,2,2015-06,Ova,72,AniList
Yu☆Gi☆Oh!,"Action, Comedy, Fantasy",Toei Animation,27,1998-04,Tv,69,AniList
"The Night is Short, Walk on Girl","Comedy, Romance",Science SARU,1,2017-04,Movie,81,AniList
Plastic Elder Sister,"Comedy, Ecchi",TYO Animations,12,2011-05,Ona,68,AniList
The Demon Sword Master of Excalibur Academy,"Fantasy, Romance",Passione,12,2023-09,Ona,61,AniList
Summer Ghost,"Drama, Supernatural",FLAT STUDIO,1,2021-11,Movie,78,AniList
Shakugan no Shana: Season II,"Action, Comedy, Drama, Fantasy, Romance",J.C.STAFF,24,2007-10,Tv,72,AniList
Puella Magi Madoka Magica the Movie Part II: Eternal,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",Aniplex,1,2012-10,Movie,81,AniList
Hunter x Hunter: The Last Mission,"Action, Adventure, Fantasy",MADHOUSE,1,2013-12,Movie,70,AniList
Heaven's Lost Property: Forte,"Comedy, Ecchi, Romance, Sci-Fi, Slice of Life, Supernatural",AIC A.S.T.A.,12,2010-10,Tv,70,AniList
Baki: The Great Raitai Tournament Saga,"Action, Sports",TMS Entertainment,13,2020-06,Ona,75,AniList
Naruto the Movie: Ninja Clash in the Land of Snow,"Action, Adventure, Comedy, Drama, Supernatural",Studio Pierrot,1,2004-08,Movie,67,AniList
SHOSHIMIN: How to Become Ordinary,"Mystery, Slice of Life",TV Asahi,10,2024-07,Tv,73,AniList
Unnamed Memory,"Adventure, Fantasy, Romance",ENGI,12,2024-04,Tv,66,AniList
Mirai,"Adventure, Comedy, Drama, Fantasy, Slice of Life",Studio Chizu,1,2018-07,Movie,71,AniList
Air,"Drama, Romance, Slice of Life, Supernatural",Kyoto Animation,13,2005-01,Tv,68,AniList
In Another World With My Smartphone 2,"Adventure, Comedy, Fantasy, Romance",J.C.STAFF,12,2023-04,Tv,62,AniList
The Dawn of the Witch,"Action, Adventure, Comedy, Ecchi, Fantasy",Tezuka Productions,12,2022-04,Tv,62,AniList
Space Patrol Luluco,"Action, Adventure, Comedy, Romance, Sci-Fi",TRIGGER,13,2016-04,Tv Short,73,AniList
Good Luck Girl!,"Adventure, Comedy, Supernatural",Sunrise,13,2012-07,Tv,74,AniList
Toradora!: Bento Battle,"Comedy, Romance, Slice of Life",J.C.STAFF,1,2011-12,Ova,72,AniList
Date A Live II: Kurumi Star Festival,"Fantasy, Romance, Slice of Life",AIC Plus+,1,2014-12,Ova,76,AniList
Dragon Ball Z Kai: The Final Chapters,"Action, Adventure, Comedy",Toei Animation,69,2014-04,Tv,75,AniList
Natsume's Book of Friends Season 2,"Drama, Fantasy, Slice of Life, Supernatural",Aniplex,13,2009-01,Tv,83,AniList
2.5 Dimensional Seduction,"Comedy, Ecchi, Romance, Slice of Life",J.C.STAFF,24,2024-07,Tv,72,AniList
The Devil is a Part-Timer! Season 2 Part 2,"Adventure, Comedy, Fantasy, Romance, Slice of Life",Studio 3Hz,12,2023-07,Tv,66,AniList
InuYasha: The Final Act,"Action, Adventure, Comedy, Fantasy, Romance",Sunrise,26,2009-10,Tv,80,AniList
Squid Girl,"Comedy, Slice of Life",TV Tokyo,12,2010-10,Tv,72,AniList
Bungo Stray Dogs 2: Walking Alone,"Action, Comedy, Mystery, Supernatural",bones,1,2017-08,Ova,76,AniList
Mirai Nikki OVA,"Action, Supernatural",Asread,1,2010-12,Ova,65,AniList
Comic Girls,"Comedy, Slice of Life",Nexus,12,2018-04,Tv,72,AniList
Kono Oto Tomare!: Sounds of Life Season 2,"Drama, Music, Romance, Slice of Life",Platinum Vision,13,2019-10,Tv,83,AniList
Kingdom,"Action, Drama",Studio Pierrot,38,2012-06,Tv,74,AniList
AMNESIA,"Fantasy, Mystery, Romance",Brain's Base,12,2013-01,Tv,53,AniList
SSSS.DYNAZENON,"Action, Mecha, Romance, Sci-Fi",TRIGGER,12,2021-04,Tv,74,AniList
Vampire Knight: Guilty,"Drama, Mystery, Romance, Supernatural",Aniplex,13,2008-10,Tv,64,AniList
The Place Promised in Our Early Days,"Drama, Romance, Sci-Fi",ADV Films,1,2004-11,Movie,68,AniList
Gintama: THE VERY FINAL,"Action, Comedy, Drama, Sci-Fi",Bandai Namco Pictures,1,2021-01,Movie,91,AniList
ChäoS;HEAd,"Mystery, Psychological, Sci-Fi, Supernatural",MADHOUSE,12,2008-10,Tv,56,AniList
Black Butler: Book of the Atlantic,"Action, Comedy, Fantasy, Mystery, Supernatural",A-1 Pictures,1,2017-01,Movie,80,AniList
FAIRY TAIL 100 YEARS QUEST,"Action, Adventure, Comedy, Fantasy",J.C.STAFF,25,2024-07,Tv,76,AniList
Cross Ange: Rondo of Angel and Dragon,"Action, Ecchi, Mecha, Romance, Sci-Fi",Sunrise,25,2014-10,Tv,69,AniList
Ranking of Kings: The Treasure Chest of Courage,"Action, Adventure, Drama, Fantasy",WIT STUDIO,10,2023-04,Tv,74,AniList
Qualidea Code,"Action, Fantasy, Supernatural",A-1 Pictures,12,2016-07,Tv,61,AniList
HANEBADO!,"Drama, Slice of Life, Sports",LIDENFILMS,13,2018-07,Tv,66,AniList
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Is It Wrong to Expect a Hot Spring in a Dungeon?,"Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,1,2016-12,Ova,67,AniList
Berserk: The Golden Age Arc III - The Advent,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Horipro,1,2013-02,Movie,79,AniList
The Lost Village,"Comedy, Drama, Horror, Mystery, Supernatural",diomedéa,12,2016-04,Tv,50,AniList
KENGAN ASHURA Part I,"Action, Sports",Larx Entertainment,12,2019-07,Ona,72,AniList
Ascendance of a Bookworm Season 3,"Drama, Fantasy, Slice of Life",Ajiado,10,2022-04,Tv,79,AniList
Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",Kyoto Animation,24,2006-10,Tv,76,AniList
Blue Literature Series,"Drama, Psychological, Thriller",MADHOUSE,12,2009-10,Tv,73,AniList
Trinity Seven: Eternal Library & Alchemic Girl,"Action, Comedy, Ecchi, Fantasy, Romance",Seven Arcs,1,2017-02,Movie,69,AniList
Nura: Rise of the Yokai Clan,"Action, Supernatural",Studio DEEN,24,2010-07,Tv,73,AniList
The Eccentric Family,"Comedy, Drama, Fantasy, Slice of Life, Supernatural",Bandai Visual,13,2013-07,Tv,77,AniList
Pretty Boy Detective Club,"Comedy, Mystery, Sci-Fi",Shaft,12,2021-04,Tv,69,AniList
Dragon Ball DAIMA,"Action, Adventure",Toei Animation,20,2024-10,Tv,76,AniList
To Every You I’ve Loved Before,"Romance, Sci-Fi",BAKKEN RECORD,1,2022-10,Movie,74,AniList
Scissor Seven,"Action, Comedy, Drama, Mystery, Romance",Sharefun Studio,10,2018-04,Ona,78,AniList
Record of Ragnarok II,"Action, Drama, Fantasy, Supernatural",Graphinica,10,2023-01,Ona,75,AniList
Naruto Shippuden the Movie: Bonds,"Action, Supernatural",Studio Pierrot,1,2008-08,Movie,69,AniList
Kenichi: The Mightiest Disciple,"Action, Comedy",TV Tokyo,50,2006-10,Tv,77,AniList
ef ~ A Tale of Memories,"Drama, Mystery, Psychological, Romance",Shaft,12,2007-10,Tv,75,AniList
Golden Kamuy Season 3,"Action, Adventure, Comedy",Geno Studio,12,2020-10,Tv,83,AniList
RE-MAIN,"Drama, Sports",MAPPA,12,2021-07,Tv,69,AniList
The Legendary Hero is Dead!,"Action, Adventure, Comedy, Ecchi, Fantasy",LIDENFILMS,12,2023-04,Tv,63,AniList
Rail Wars!,"Action, Ecchi, Romance",Passione,12,2014-07,Tv,59,AniList
Rewrite,"Drama, Mystery, Romance, Slice of Life, Supernatural",8-bit,13,2016-07,Tv,62,AniList
Strike the Blood Second,"Action, Ecchi, Fantasy, Supernatural",SILVER LINK.,8,2016-11,Ova,67,AniList
Revue Starlight,"Action, Drama, Music, Psychological",Kinema Citrus,12,2018-07,Tv,77,AniList
The Café Terrace and Its Goddesses,"Comedy, Ecchi, Romance",Tezuka Productions,12,2023-04,Tv,71,AniList
Yuki Yuna is a Hero,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Slice of Life",Studio Gokumi,12,2014-10,Tv,72,AniList
Gurren Lagann The Movie: The Lights in the Sky are Stars,"Action, Drama, Mecha, Romance, Sci-Fi",Gainax,1,2009-04,Movie,84,AniList
I'm Standing on a Million Lives Season 2,"Action, Drama, Fantasy",Maho Film,12,2021-07,Tv,66,AniList
Space Brothers,"Comedy, Sci-Fi, Slice of Life",Aniplex,99,2012-04,Tv,83,AniList
Berserk: The Golden Age Arc II - The Battle for Doldrey,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Horipro,1,2012-06,Movie,75,AniList
Today's Menu for the Emiya Family,"Comedy, Slice of Life, Supernatural",ufotable,13,2018-01,Ona,77,AniList
Natsume's Book of Friends Season 4,"Drama, Fantasy, Slice of Life, Supernatural",Aniplex,13,2012-01,Tv,85,AniList
Hell’s Paradise Season 2,"Action, Adventure, Mystery, Supernatural",MAPPA,,2026-01,Tv,,AniList
Natsume's Book of Friends Season 3,"Drama, Fantasy, Slice of Life, Supernatural",Aniplex,13,2011-07,Tv,84,AniList
maboroshi,"Drama, Fantasy, Romance, Supernatural",MAPPA,1,2023-09,Movie,71,AniList
K-ON!: Live House!,"Comedy, Music, Slice of Life",Kyoto Animation,1,2010-01,Ova,77,AniList
No-Rin,"Comedy, Ecchi, Romance",Frontier Works,12,2014-01,Tv,64,AniList
Classroom for Heroes,"Action, Fantasy, Slice of Life",Actas,12,2023-07,Tv,59,AniList
Pokémon the Series: XY,"Action, Adventure, Comedy, Fantasy",TV Tokyo,93,2013-10,Tv,73,AniList
Tiger & Bunny,"Action, Comedy, Mecha, Mystery",Sunrise,25,2011-04,Tv,77,AniList
My Home Hero,"Action, Drama, Psychological, Thriller",Kodansha,12,2023-04,Tv,68,AniList
Taisho Otome Fairy Tale,"Comedy, Drama, Romance, Slice of Life",SynergySP,12,2021-10,Tv,76,AniList
Miru Tights,"Ecchi, Slice of Life",Yokohama Animation Lab,12,2019-05,Ona,61,AniList
Kaiba,"Adventure, Mystery, Psychological, Romance, Sci-Fi",MADHOUSE,12,2008-04,Tv,79,AniList
You are Ms. Servant,"Comedy, Romance, Slice of Life",Felix Film,12,2024-10,Tv,69,AniList
"Science Fell in Love, So I Tried to Prove It r=1-sinθ","Comedy, Romance",Zero-G,12,2022-04,Tv,71,AniList
I Can't Understand What My Husband is Saying 2nd Thread,"Comedy, Romance, Slice of Life",Seven,13,2015-04,Tv Short,71,AniList
Ranma1/2 (2024),"Action, Comedy, Romance",MAPPA,12,2024-10,Tv,80,AniList
The Irregular at Magic High School Season 3,"Action, Sci-Fi, Supernatural",Aniplex,13,2024-04,Tv,70,AniList
Those Snow White Notes,"Drama, Music",Shin-Ei Animation,12,2021-04,Tv,73,AniList
"Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside Season 2","Action, Adventure, Fantasy, Romance, Slice of Life",Studio Flad,12,2024-01,Tv,68,AniList
Real Girl 2,"Comedy, Drama, Romance, Slice of Life",Hoods Entertainment,12,2019-01,Tv,74,AniList
Dragonar Academy,"Comedy, Ecchi, Fantasy",C-Station,12,2014-04,Tv,60,AniList
Knights of Sidonia,"Action, Fantasy, Mecha, Sci-Fi",POLYGON PICTURES,12,2014-04,Tv,73,AniList
Granblue Fantasy: The Animation,"Adventure, Fantasy",A-1 Pictures,13,2017-04,Tv,64,AniList
Bottom-Tier Character Tomozaki 2nd Stage,"Comedy, Drama, Romance, Slice of Life",Happinet Phantom Studios,13,2024-01,Tv,70,AniList
YuruYuri Season 2,"Comedy, Slice of Life",Doga Kobo,12,2012-07,Tv,77,AniList
High School DxD: Fantasy Jiggles Unleashed,"Comedy, Ecchi, Romance",Genco,6,2012-03,Special,68,AniList
Are You Lost?,"Adventure, Comedy, Ecchi",Ezo’la,12,2019-07,Tv Short,63,AniList
2.43: Seiin High School Boys Volleyball Team,"Drama, Slice of Life, Sports",David Production,12,2021-01,Tv,59,AniList
The Foolish Angel Dances with the Devil,"Comedy, Romance, Supernatural",KADOKAWA,12,2024-01,Tv,67,AniList
Canaan,"Action, Sci-Fi, Supernatural",Lantis,13,2009-07,Tv,68,AniList
Occultic;Nine,"Mystery, Sci-Fi, Supernatural, Thriller",A-1 Pictures,12,2016-10,Tv,65,AniList
HIGH CARD,"Action, Fantasy",TMS Entertainment,12,2023-01,Tv,71,AniList
No Game No Life Specials,"Comedy, Ecchi, Fantasy",MADHOUSE,6,2014-06,Special,64,AniList
Kakegurui Twin,"Drama, Mystery, Psychological",MAPPA,6,2022-08,Ona,71,AniList
Oreimo (ONA),"Comedy, Romance, Slice of Life",Aniplex,4,2011-02,Ona,70,AniList
Drug Store in Another World - The Slow Life of a Cheat Pharmacist,"Comedy, Fantasy, Slice of Life",EMT Squared,12,2021-07,Tv,61,AniList
Fairy gone,"Action, Adventure, Drama, Fantasy, Supernatural",P.A.WORKS,12,2019-04,Tv,52,AniList
SUPER HXEROS,"Action, Comedy, Ecchi, Romance, Supernatural",project No.9,12,2020-07,Tv,54,AniList
Sunday Without God,"Adventure, Drama, Fantasy, Mystery, Psychological, Supernatural",MADHOUSE,12,2013-06,Tv,69,AniList
Otherside Picnic,"Adventure, Fantasy, Mystery, Sci-Fi, Supernatural",LIDENFILMS,12,2021-01,Tv,63,AniList
Loner Life in Another World,"Action, Adventure, Fantasy",Pony Canyon,12,2024-09,Ona,65,AniList
DEMON LORD 2099,"Action, Comedy, Drama, Fantasy, Sci-Fi",Aniplex,12,2024-10,Tv,74,AniList
Sousou no Frieren 2nd Season,"Adventure, Drama, Fantasy",Toho,,2026-01,Tv,,AniList
My Happy Marriage Season 2,"Drama, Romance, Supernatural",KADOKAWA,13,2025-01,Tv,75,AniList
Let This Grieving Soul Retire,"Action, Comedy, Fantasy",Avex Pictures,13,2024-09,Tv,69,AniList
From Old Country Bumpkin to Master Swordsman,"Action, Adventure, Comedy, Fantasy",NBCUniversal Entertainment Japan,12,2025-04,Tv,68,AniList
Pokémon the Series: Ruby and Sapphire,"Action, Adventure, Comedy, Fantasy",TV Tokyo,192,2002-11,Tv,69,AniList
The Strongest Magician in the Demon Lord's Army was a Human,"Action, Adventure, Drama, Fantasy",studio A-CAT,12,2024-06,Tv,63,AniList
Kabaneri of the Iron Fortress: The Battle of Unato,"Action, Drama, Fantasy, Horror, Supernatural",WIT STUDIO,1,2019-05,Movie,75,AniList
Initial D 3rd Stage,"Action, Drama, Romance, Sports",OB Planning,1,2001-01,Movie,78,AniList
Honey Lemon Soda,Romance,J.C.STAFF,12,2025-01,Tv,71,AniList
Gatchaman Crowds,"Action, Adventure, Sci-Fi",Tatsunoko Production,12,2013-07,Tv,70,AniList
Why Does Nobody Remember Me in This World?,"Action, Adventure, Fantasy, Sci-Fi",project No.9,12,2024-07,Tv,62,AniList
Tawawa on Monday,"Ecchi, Slice of Life",PINE JAM,12,2016-10,Ona,61,AniList
Kanokon: The Girl Who Cried Fox,"Comedy, Ecchi, Romance, Supernatural",Xebec,12,2008-04,Tv,57,AniList
Sound of the Sky,"Music, Sci-Fi, Slice of Life",Aniplex,12,2010-01,Tv,74,AniList
Samurai X: Trust and Betrayal,"Action, Drama, Romance",Studio DEEN,4,1999-02,Ova,85,AniList
I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,"Adventure, Comedy, Fantasy, Slice of Life",studio A-CAT,12,2022-10,Tv,57,AniList
Joker Game,"Action, Drama, Mystery, Psychological, Thriller",Production I.G,12,2016-04,Tv,66,AniList
Killing Bites,"Action, Ecchi, Horror, Sci-Fi",LIDENFILMS,12,2018-01,Tv,62,AniList
Ushio and Tora (TV),"Action, Adventure, Comedy, Drama, Supernatural",MAPPA,26,2015-07,Tv,73,AniList
Do It Yourself!!,Slice of Life,PINE JAM,12,2022-10,Tv,74,AniList
Sakura Quest,"Comedy, Slice of Life",P.A.WORKS,25,2017-04,Tv,73,AniList
SKET Dance,"Comedy, Drama, Slice of Life",TV Tokyo,77,2011-04,Tv,78,AniList
Fairy Tail: Dragon Cry,"Action, Comedy, Fantasy",A-1 Pictures,1,2017-05,Movie,73,AniList
"To Me, The One Who Loved You","Romance, Sci-Fi",TMS Entertainment,1,2022-10,Movie,73,AniList
Ocean Waves,"Drama, Romance, Slice of Life",J.C.STAFF,1,1993-05,Special,63,AniList
Yakuza Fiancé: Raise wa Tanin ga Ii,"Comedy, Drama, Romance",Studio DEEN,12,2024-10,Tv,71,AniList
Gunbuster,"Action, Drama, Mecha, Sci-Fi",Gainax,6,1988-10,Ova,77,AniList
Initial D 4th Stage,"Action, Drama, Sports",OB Planning,24,2004-04,Tv,80,AniList
Super Cub,Slice of Life,Studio KAI,12,2021-04,Tv,72,AniList
Please tell me! Galko-chan,"Comedy, Slice of Life",feel.,12,2016-01,Tv Short,67,AniList
THE NEW GATE,"Action, Adventure, Fantasy",CLOUDHEARTS,12,2024-04,Tv,63,AniList
Symphogear,"Action, Drama, Mahou Shoujo, Music, Sci-Fi",Satelight,13,2012-01,Tv,68,AniList
Metallic Rouge,"Action, Mystery, Sci-Fi",bones,13,2024-01,Tv,59,AniList
FLCL Progressive,"Action, Comedy, Mecha, Sci-Fi",Production I.G,6,2018-06,Tv,61,AniList
Hitorijime My Hero,"Romance, Slice of Life",Encourage Films,12,2017-07,Tv,70,AniList
Magical Girl Raising Project,"Action, Fantasy, Horror, Mahou Shoujo, Psychological, Thriller",Lerche,12,2016-10,Tv,66,AniList
KOWLOON GENERIC ROMANCE,"Drama, Mystery, Romance, Sci-Fi, Slice of Life",Arvo Animation,13,2025-04,Tv,73,AniList
Black Butler: Book of Murder,"Comedy, Fantasy, Mystery, Supernatural",A-1 Pictures,2,2014-10,Ova,78,AniList
Naruto Shippuden the Movie: The Will of Fire,"Action, Comedy",Studio Pierrot,1,2009-08,Movie,70,AniList
A Condition Called Love,"Drama, Romance",East Fish Studio,12,2024-04,Tv,66,AniList
Yu-Gi-Oh! GX,"Action, Comedy, Fantasy",Toei Animation,180,2004-10,Tv,70,AniList
Bokurano,"Drama, Mecha, Psychological, Sci-Fi",GONZO,24,2007-04,Tv,73,AniList
BARTENDER Glass of God,"Drama, Slice of Life",Liber,12,2024-04,Tv,73,AniList
Another: The Other,"Horror, Mystery, Thriller",P.A.WORKS,1,2012-05,Ova,68,AniList
Dragon Ball Super: SUPER HERO,"Action, Adventure, Fantasy, Sci-Fi",Toei Animation,1,2022-06,Movie,76,AniList
MARS RED,"Action, Drama, Sci-Fi, Supernatural",Signal.MD,13,2021-04,Tv,63,AniList
SHUFFLE!,"Comedy, Drama, Ecchi, Fantasy, Romance",Xebec,24,2005-07,Tv,65,AniList
Kakuriyo -Bed & Breakfast for Spirits-,"Drama, Romance, Supernatural",GONZO,26,2018-04,Tv,74,AniList
Nyan Koi!,"Comedy, Romance, Slice of Life, Supernatural",AIC,12,2009-10,Tv,67,AniList
YU-NO: A Girl Who Chants Love at the Bound of This World,"Action, Adventure, Drama, Sci-Fi",feel.,26,2019-04,Tv,61,AniList
Izetta: The Last Witch,"Action, Drama",Ajiado,12,2016-10,Tv,65,AniList
Vampire Hunter D: Bloodlust,"Action, Adventure, Drama, Fantasy, Horror, Romance, Sci-Fi",MADHOUSE,1,2000-08,Movie,78,AniList
The Vexations of a Shut-In Vampire Princess,"Action, Comedy, Fantasy",project No.9,12,2023-10,Tv,70,AniList
Ladies Versus Butlers,"Comedy, Ecchi, Romance",Xebec,12,2010-01,Tv,61,AniList
Sugar Apple Fairy Tale,"Adventure, Fantasy, Romance",J.C.STAFF,12,2023-01,Tv,73,AniList
Bleach the Movie: Memories of Nobody,"Action, Adventure, Drama, Supernatural",Studio Pierrot,1,2006-12,Movie,70,AniList
Her Blue Sky,"Drama, Music, Romance, Slice of Life, Supernatural",CloverWorks,1,2019-10,Movie,73,AniList
KONOHANA KITAN,"Slice of Life, Supernatural",Lerche,12,2017-10,Tv,72,AniList
Only Yesterday,"Drama, Romance, Slice of Life",Studio Ghibli,1,1991-07,Movie,73,AniList
